data,codigo_ibge,latitude,longitude,T2M_RANGE,TS,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M,QV2M,RH2M,PRECTOTCORR,PS,WS2M,WS2M_MAX,WS2M_MIN,WS2M_RANGE,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,GWETTOP,GWETROOT,GWETPROF,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,TOA_SW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX
20030814,4100459,-24.7983,-52.7128,7.02,13.08,11.85,12.5,17.14,10.12,13.15,9.28,91.5,5.24,94.53,0.06,0.45,0.0,0.45,0.92,1.57,0.15,1.42,2.23,3.41,0.38,3.04,0.75,0.71,0.77,4.74,17.83,26.48,26.47,91.37,3.71,0.08,0.42
20030815,4100459,-24.7983,-52.7128,8.4,14.57,13.21,13.9,20.01,11.62,14.58,10.07,91.75,5.86,94.38,0.01,0.08,0.0,0.08,0.81,1.45,0.48,0.98,2.06,3.61,1.12,2.48,0.77,0.72,0.77,10.04,17.34,26.65,51.99,87.7,6.84,0.15,0.77
20030816,4100459,-24.7983,-52.7128,9.59,12.09,6.88,9.5,16.81,7.23,12.12,6.65,72.88,0.02,94.66,0.0,0.0,0.0,0.0,1.34,2.1,0.76,1.35,3.22,4.88,1.78,3.09,0.73,0.72,0.77,18.73,20.1,26.82,92.48,99.66,11.72,0.27,1.34
20030817,4100459,-24.7983,-52.7128,15.38,8.83,2.61,5.87,17.23,1.84,9.14,4.94,69.31,0.0,94.84,0.16,0.78,0.0,0.78,1.05,2.36,0.41,1.95,2.26,4.8,0.88,3.93,0.73,0.72,0.77,20.73,20.94,27.0,101.11,102.74,12.8,0.29,-999.0
20030818,4100459,-24.7983,-52.7128,17.33,11.15,4.96,8.1,20.55,3.23,11.23,5.86,69.38,0.01,94.87,0.05,0.48,0.0,0.48,1.05,2.26,0.48,1.78,2.68,4.67,1.04,3.63,0.72,0.71,0.76,21.14,21.09,27.18,103.53,103.96,13.02,0.26,1.29
20030819,4100459,-24.7983,-52.7128,16.93,13.43,7.88,10.65,22.62,5.69,13.42,7.14,72.75,0.01,94.76,0.0,0.0,0.0,0.0,1.08,1.36,0.69,0.67,3.16,4.72,1.4,3.32,0.72,0.71,0.76,21.02,20.96,27.35,103.7,103.98,13.04,0.3,1.48
20030820,4100459,-24.7983,-52.7128,16.41,15.73,10.58,13.15,25.02,8.61,15.72,8.48,74.94,0.18,94.69,0.0,0.0,0.0,0.0,1.06,1.22,0.7,0.52,3.06,5.08,1.26,3.83,0.71,0.7,0.76,20.65,20.61,27.53,102.45,102.77,12.83,0.29,1.45
20030821,4100459,-24.7983,-52.7128,15.23,16.72,10.57,13.67,25.22,9.98,16.77,8.54,70.0,0.0,94.46,0.05,0.35,0.0,0.35,1.2,2.32,0.66,1.66,3.34,5.18,1.42,3.76,0.7,0.7,0.76,20.89,20.95,27.7,103.16,103.98,12.95,0.3,1.55
20030822,4100459,-24.7983,-52.7128,16.29,17.4,10.69,14.12,26.21,9.92,17.53,8.61,67.56,0.01,94.49,0.08,0.37,0.0,0.37,1.08,1.93,0.38,1.55,3.03,5.19,0.88,4.3,0.7,0.69,0.75,21.02,20.99,27.87,104.9,105.23,13.2,0.3,1.52
20030823,4100459,-24.7983,-52.7128,15.01,18.33,11.12,14.75,26.83,11.82,18.37,8.91,65.25,0.19,94.38,0.04,0.23,0.0,0.23,1.28,2.19,0.73,1.45,3.7,5.05,1.52,3.52,0.69,0.69,0.75,20.41,20.5,28.05,103.01,103.94,12.92,0.3,1.48
20030824,4100459,-24.7983,-52.7128,12.09,16.18,12.56,14.47,22.94,10.85,16.37,9.7,78.94,7.54,94.33,0.05,0.3,0.0,0.3,1.14,1.77,0.49,1.28,2.75,4.88,1.05,3.84,0.73,0.69,0.75,4.83,18.58,28.24,26.6,94.9,3.73,0.09,0.48
20030825,4100459,-24.7983,-52.7128,9.47,11.35,5.9,8.64,16.19,6.73,11.37,6.16,72.06,2.1,94.8,0.0,0.05,0.0,0.05,1.52,2.09,0.92,1.16,3.58,4.8,2.37,2.45,0.72,0.7,0.75,17.04,20.59,28.42,84.55,101.34,10.73,0.26,1.33
20030826,4100459,-24.7983,-52.7128,15.6,9.71,2.8,6.27,18.11,2.51,9.74,4.94,67.5,0.0,94.79,0.04,0.17,0.0,0.17,0.89,1.27,0.26,1.01,2.16,4.41,0.59,3.81,0.7,0.7,0.75,21.75,21.99,28.61,105.71,107.41,13.39,0.31,1.56
20030827,4100459,-24.7983,-52.7128,14.91,10.59,3.33,6.96,18.61,3.71,10.59,5.13,65.25,0.01,94.96,0.0,0.01,0.0,0.01,1.05,1.47,0.65,0.82,2.5,3.66,1.17,2.49,0.7,0.69,0.75,21.26,21.77,28.79,103.45,106.38,13.05,0.28,1.41
20030828,4100459,-24.7983,-52.7128,12.2,9.59,2.56,6.08,16.7,4.5,9.6,4.82,66.0,0.0,95.03,0.0,0.01,0.0,0.01,1.12,1.4,0.98,0.42,2.58,3.12,1.8,1.32,0.7,0.69,0.75,21.12,21.55,28.98,104.16,106.68,13.08,0.3,1.48
20030829,4100459,-24.7983,-52.7128,14.98,10.55,5.51,8.06,18.01,3.03,10.6,6.04,73.38,0.01,94.9,0.04,0.38,0.0,0.38,0.98,1.4,0.22,1.18,2.35,3.52,0.45,3.08,0.7,0.69,0.74,15.12,21.15,29.16,76.02,106.01,10.09,0.23,1.13
20030830,4100459,-24.7983,-52.7128,11.09,13.31,8.05,10.78,19.44,8.36,13.51,7.14,72.0,0.0,94.76,0.09,0.52,0.0,0.52,1.02,1.72,0.19,1.53,2.34,3.54,0.41,3.13,0.7,0.69,0.74,18.42,21.35,29.35,93.88,108.71,12.14,0.27,1.37
20030831,4100459,-24.7983,-52.7128,13.34,14.18,9.16,11.88,21.98,8.65,14.6,7.69,73.44,0.0,94.67,0.16,0.88,0.0,0.88,1.03,2.26,0.43,1.83,2.15,4.45,0.97,3.48,0.69,0.68,0.74,20.12,21.5,29.54,99.89,107.16,12.61,0.27,1.38
20030901,4100459,-24.7983,-52.7128,14.79,15.98,10.37,13.18,23.95,9.16,15.98,8.36,72.94,0.01,94.72,0.02,0.3,0.0,0.3,0.95,1.59,0.48,1.11,2.61,4.94,0.98,3.95,0.69,0.68,0.74,20.13,20.4,29.73,98.43,100.32,12.01,0.27,1.34
20030902,4100459,-24.7983,-52.7128,15.16,17.43,11.6,14.51,25.73,10.58,17.42,9.09,72.19,0.0,94.83,0.0,0.0,0.0,0.0,0.87,1.32,0.18,1.14,2.17,4.55,0.27,4.27,0.68,0.67,0.74,19.81,19.87,29.91,96.34,97.16,11.59,0.24,1.19
20030903,4100459,-24.7983,-52.7128,16.38,17.4,10.48,13.94,26.4,10.02,17.4,8.42,67.44,0.04,94.86,0.0,0.0,0.0,0.0,0.96,1.25,0.48,0.77,2.56,4.15,0.97,3.18,0.67,0.67,0.73,20.78,21.8,30.1,105.79,111.13,13.43,0.3,-999.0
20030904,4100459,-24.7983,-52.7128,17.59,17.1,10.24,13.66,26.31,8.73,17.08,8.36,67.75,0.01,94.75,0.0,0.0,0.0,0.0,1.16,1.41,0.84,0.58,3.14,4.31,2.16,2.16,0.67,0.66,0.73,22.15,22.14,30.29,111.62,112.23,14.06,0.33,1.65
20030905,4100459,-24.7983,-52.7128,16.06,19.86,13.6,16.73,28.48,12.42,19.85,10.31,71.12,0.0,94.66,0.0,0.0,0.0,0.0,1.25,1.75,0.87,0.88,3.39,4.36,1.87,2.49,0.66,0.66,0.73,21.69,21.73,30.48,111.36,112.2,14.03,0.33,1.65
20030906,4100459,-24.7983,-52.7128,14.78,20.42,12.28,16.35,28.65,13.87,20.42,9.52,64.56,0.0,94.44,0.0,0.0,0.0,0.0,1.23,1.77,0.87,0.91,3.14,4.34,1.51,2.84,0.65,0.66,0.73,22.47,22.45,30.67,113.64,114.15,14.36,0.34,1.71
20030907,4100459,-24.7983,-52.7128,11.82,19.46,14.04,16.75,26.71,14.89,19.46,10.74,72.69,14.23,94.19,0.0,0.0,0.0,0.0,1.32,1.66,0.93,0.73,3.09,3.98,1.8,2.17,0.73,0.66,0.73,13.32,19.85,30.86,68.91,101.2,8.76,0.21,1.08
20030908,4100459,-24.7983,-52.7128,3.58,17.44,16.34,16.89,19.4,15.82,17.44,12.39,93.31,10.91,94.14,0.0,0.0,0.0,0.0,1.38,2.0,0.8,1.2,3.58,4.88,2.51,2.38,0.78,0.7,0.74,4.59,14.84,31.05,25.13,69.84,2.86,0.06,0.33
20030909,4100459,-24.7983,-52.7128,6.9,17.36,15.88,16.64,20.96,14.05,17.39,11.96,91.31,8.72,94.39,0.02,0.2,0.0,0.2,0.95,1.31,0.48,0.84,2.34,3.04,1.66,1.38,0.77,0.71,0.74,4.08,18.2,31.24,23.06,90.66,3.07,0.08,0.41
20030910,4100459,-24.7983,-52.7128,6.37,11.65,8.48,10.08,14.27,7.9,11.68,7.39,81.44,4.77,94.77,0.0,0.0,0.0,0.0,1.53,1.97,1.19,0.78,3.55,4.51,2.72,1.78,0.76,0.72,0.74,6.68,21.29,31.42,36.95,109.04,5.18,0.13,0.67
20030911,4100459,-24.7983,-52.7128,15.52,10.47,2.88,6.69,18.41,2.89,10.51,5.07,64.81,0.0,94.84,0.03,0.35,0.0,0.35,0.96,1.8,0.55,1.26,2.41,3.82,1.12,2.7,0.73,0.72,0.74,24.77,25.07,31.61,119.69,121.41,15.43,0.38,1.92
20030912,4100459,-24.7983,-52.7128,14.24,12.9,6.17,9.82,20.76,6.52,13.48,6.35,64.44,0.01,94.66,0.16,0.72,0.0,0.72,0.85,1.24,0.45,0.79,1.93,3.47,0.98,2.48,0.72,0.71,0.74,17.27,24.13,31.8,86.48,118.15,11.51,0.29,1.47
20030913,4100459,-24.7983,-52.7128,8.35,13.22,9.73,11.56,18.42,10.07,13.4,8.0,79.56,0.01,94.7,0.05,0.66,0.0,0.66,0.8,1.53,0.41,1.12,2.51,4.11,0.9,3.21,0.72,0.7,0.74,11.71,21.75,31.99,61.51,109.64,8.1,0.2,1.02
20030914,4100459,-24.7983,-52.7128,14.58,15.24,10.06,12.73,23.51,8.93,15.39,8.18,74.69,0.0,94.65,0.07,0.62,0.0,0.62,0.82,1.87,0.1,1.77,1.97,4.27,0.22,4.05,0.71,0.7,0.74,22.77,23.6,32.19,114.75,119.23,14.67,0.34,-999.0
20030915,4100459,-24.7983,-52.7128,14.92,15.76,11.26,13.72,23.65,8.73,16.17,8.97,75.56,0.3,94.51,0.09,0.5,0.0,0.5,0.91,1.3,0.45,0.84,2.06,3.51,0.64,2.87,0.7,0.7,0.73,19.39,22.33,32.37,99.82,114.38,12.71,0.3,1.55
20030916,4100459,-24.7983,-52.7128,10.76,17.25,13.66,15.62,23.62,12.87,17.58,10.38,80.25,4.31,94.5,0.09,0.41,0.0,0.41,0.77,1.13,0.25,0.88,1.9,3.91,0.5,3.41,0.73,0.7,0.73,17.71,21.21,32.56,89.99,106.03,11.09,0.26,1.29
20030917,4100459,-24.7983,-52.7128,12.79,16.82,10.85,13.92,24.26,11.48,16.98,8.67,71.62,0.0,94.51,0.09,0.59,0.0,0.59,0.88,2.23,0.29,1.94,1.85,4.95,0.49,4.46,0.7,0.7,0.73,21.72,23.71,32.74,108.01,118.0,13.7,0.31,1.55
20030918,4100459,-24.7983,-52.7128,15.01,17.52,10.93,14.24,25.56,10.55,17.56,8.73,68.38,0.0,94.43,0.03,0.34,0.0,0.34,0.91,1.99,0.23,1.76,2.72,4.8,0.59,4.22,0.7,0.69,0.73,24.63,24.65,32.93,123.94,124.52,15.88,0.38,1.88
20030919,4100459,-24.7983,-52.7128,16.48,18.32,11.28,14.82,26.91,10.43,18.36,8.97,67.62,0.0,94.17,0.03,0.36,0.0,0.36,1.18,1.59,0.65,0.94,3.35,5.38,1.55,3.82,0.68,0.68,0.73,23.39,24.66,33.12,117.73,124.27,14.98,0.34,-999.0
20030920,4100459,-24.7983,-52.7128,15.48,20.83,13.41,17.51,30.07,14.6,21.6,10.38,63.06,0.03,94.23,0.24,1.02,0.0,1.02,1.11,2.02,0.39,1.64,2.62,4.84,0.76,4.08,0.67,0.67,0.73,23.76,23.91,33.31,119.99,121.09,15.14,0.38,1.89
20030921,4100459,-24.7983,-52.7128,15.9,21.48,14.55,18.01,30.4,14.5,21.48,11.05,69.12,0.74,94.41,0.0,0.0,0.0,0.0,1.18,1.36,0.8,0.55,3.2,4.54,2.24,2.3,0.67,0.66,0.73,23.59,23.59,33.49,118.41,118.77,14.81,0.38,1.9
20030922,4100459,-24.7983,-52.7128,17.34,21.73,13.04,17.39,31.29,13.95,21.74,10.01,62.25,0.0,94.35,0.0,0.05,0.0,0.05,0.99,1.2,0.68,0.52,2.85,4.84,1.5,3.34,0.65,0.66,0.72,24.77,24.79,33.67,124.2,124.64,15.76,0.39,1.99
20030923,4100459,-24.7983,-52.7128,17.38,22.5,11.69,17.53,32.26,14.88,23.37,9.22,52.31,0.0,94.05,0.2,0.99,0.0,0.99,1.23,2.43,0.51,1.92,2.86,3.94,0.73,3.21,0.64,0.65,0.72,25.09,25.24,33.85,127.18,128.25,16.34,0.41,2.11
20030924,4100459,-24.7983,-52.7128,15.72,22.77,14.74,19.06,31.78,16.07,23.37,11.35,62.94,4.09,93.89,0.27,0.89,0.0,0.89,1.5,2.6,0.55,2.05,3.24,4.86,1.02,3.83,0.66,0.65,0.72,12.06,22.66,34.03,63.58,114.11,8.35,0.21,1.05
20030925,4100459,-24.7983,-52.7128,9.52,21.75,18.17,19.96,27.91,18.4,21.75,13.98,82.56,49.32,93.94,0.0,0.02,0.0,0.02,0.73,0.95,0.4,0.55,1.76,2.36,0.95,1.41,0.78,0.66,0.72,10.14,20.75,34.21,53.97,104.4,6.88,0.17,0.88
20030926,4100459,-24.7983,-52.7128,3.42,19.49,19.12,19.31,21.51,18.08,19.5,14.83,97.56,16.32,93.87,0.0,0.0,0.0,0.0,1.27,2.09,0.66,1.43,3.27,4.77,2.15,2.62,0.84,0.73,0.74,3.89,20.03,34.39,22.05,101.72,2.94,0.07,0.34
20030927,4100459,-24.7983,-52.7128,9.33,18.94,15.98,17.84,24.8,15.48,19.71,12.21,81.12,2.01,93.81,0.23,0.66,0.0,0.66,0.72,2.12,0.18,1.94,1.28,3.5,0.43,3.06,0.77,0.74,0.74,19.29,24.7,34.57,99.71,126.48,13.18,0.35,1.77
20030928,4100459,-24.7983,-52.7128,13.48,18.79,14.57,16.83,25.69,12.22,19.11,11.11,77.38,0.01,94.04,0.2,0.66,0.0,0.66,1.24,2.23,0.17,2.06,2.66,4.48,0.27,4.21,0.73,0.73,0.74,20.29,25.62,34.75,104.18,130.7,13.85,0.35,1.78
20030929,4100459,-24.7983,-52.7128,10.33,19.17,15.23,17.26,24.97,14.64,19.29,11.54,79.81,0.1,94.19,0.07,0.29,0.0,0.29,0.89,1.18,0.27,0.91,2.12,3.6,0.46,3.14,0.73,0.72,0.73,22.93,25.35,34.93,118.14,129.8,15.38,0.38,1.93
20030930,4100459,-24.7983,-52.7128,11.88,19.48,14.78,17.22,26.12,14.25,19.65,11.23,75.81,0.0,94.36,0.09,0.64,0.0,0.64,1.02,2.11,0.3,1.8,2.31,4.41,0.63,3.78,0.71,0.7,0.73,24.14,25.69,35.12,124.41,131.9,16.18,0.41,2.09
20031001,4100459,-24.7983,-52.7128,13.44,19.62,14.57,17.29,27.19,13.75,20.0,11.05,73.44,0.0,94.33,0.13,0.75,0.0,0.75,1.02,2.23,0.05,2.18,2.26,4.41,0.12,4.29,0.7,0.7,0.73,26.42,26.41,35.29,137.05,137.16,17.83,0.44,2.22
20031002,4100459,-24.7983,-52.7128,14.87,20.26,13.94,17.13,27.98,13.1,20.33,10.62,70.19,0.0,94.29,0.04,0.44,0.0,0.44,0.87,1.8,0.05,1.75,2.45,4.64,0.05,4.6,0.7,0.69,0.73,24.96,26.82,35.47,128.63,137.87,16.92,0.45,2.26
20031003,4100459,-24.7983,-52.7128,16.71,21.62,14.79,18.23,30.81,14.09,21.69,11.23,69.44,0.0,94.32,0.02,0.16,0.0,0.16,0.91,1.43,0.11,1.32,2.57,5.09,0.33,4.77,0.68,0.68,0.73,26.45,26.48,35.64,136.34,136.63,17.62,0.45,2.28
20031004,4100459,-24.7983,-52.7128,15.6,23.3,16.02,19.69,31.16,15.56,23.35,12.21,66.88,0.01,94.28,0.03,0.34,0.0,0.34,1.02,1.55,0.48,1.08,2.7,4.35,1.11,3.24,0.67,0.66,0.73,25.55,25.9,35.81,131.67,133.44,16.95,0.44,2.23
20031005,4100459,-24.7983,-52.7128,11.38,23.45,17.33,20.4,29.34,17.97,23.47,13.24,71.44,3.5,94.06,0.01,0.08,0.0,0.08,0.77,1.0,0.38,0.62,2.01,3.37,0.97,2.4,0.68,0.66,0.72,16.4,25.07,35.98,87.71,130.75,11.89,0.33,1.67
20031006,4100459,-24.7983,-52.7128,9.25,22.13,17.54,19.86,27.62,18.37,22.17,13.43,77.56,0.15,93.9,0.05,0.2,0.0,0.2,0.77,1.24,0.2,1.05,1.86,3.3,0.38,2.91,0.66,0.66,0.72,20.05,25.11,36.14,106.26,130.77,13.88,0.37,1.84
20031007,4100459,-24.7983,-52.7128,12.49,23.4,17.17,20.29,30.02,17.52,23.4,13.06,71.38,0.19,93.98,0.01,0.05,0.0,0.05,0.87,1.26,0.56,0.7,2.38,3.87,1.53,2.34,0.66,0.66,0.72,22.99,26.25,36.31,119.23,135.2,15.59,0.41,2.08
20031008,4100459,-24.7983,-52.7128,8.52,22.39,18.7,20.55,26.98,18.47,22.39,14.4,80.62,13.96,93.83,0.0,0.0,0.0,0.0,1.08,1.31,0.81,0.49,2.85,3.83,2.23,1.6,0.74,0.66,0.72,22.66,25.56,36.48,119.89,134.34,15.63,0.41,2.12
20031009,4100459,-24.7983,-52.7128,12.85,21.23,18.43,19.84,28.33,15.49,21.26,14.4,84.69,22.68,93.65,0.0,0.0,0.0,0.0,1.51,2.77,0.8,1.97,3.76,5.9,2.38,3.52,0.8,0.7,0.73,5.03,25.01,36.64,29.12,130.84,4.16,0.09,0.48
20031010,4100459,-24.7983,-52.7128,8.35,17.93,14.05,15.99,22.83,14.48,17.94,10.68,78.81,7.79,94.05,0.0,0.0,0.0,0.0,1.27,1.64,0.91,0.72,3.11,3.82,2.2,1.62,0.76,0.72,0.73,10.87,24.68,36.81,60.86,129.41,8.36,0.22,1.09
20031011,4100459,-24.7983,-52.7128,8.41,15.58,12.33,13.95,19.76,11.35,15.58,9.52,82.25,17.95,94.47,0.0,0.0,0.0,0.0,1.03,1.28,0.85,0.43,2.48,2.96,2.1,0.86,0.84,0.75,0.74,16.32,26.82,36.97,88.3,141.38,12.22,0.34,1.7
20031012,4100459,-24.7983,-52.7128,12.62,16.5,11.43,13.97,23.09,10.48,16.51,8.97,74.19,0.0,94.7,0.01,0.08,0.0,0.08,0.95,1.34,0.61,0.73,2.53,3.87,1.27,2.59,0.75,0.74,0.74,25.85,28.42,37.13,132.96,145.65,17.56,0.45,2.25
20031013,4100459,-24.7983,-52.7128,12.6,16.9,12.12,14.55,23.83,11.23,16.97,9.4,76.25,0.37,94.73,0.05,0.37,0.0,0.37,1.08,2.02,0.49,1.52,2.45,4.17,1.09,3.08,0.73,0.73,0.74,28.21,28.29,37.28,144.64,144.81,18.86,0.48,2.47
20031014,4100459,-24.7983,-52.7128,13.29,17.15,11.73,14.49,24.37,11.08,17.26,9.16,73.19,0.2,94.73,0.07,0.6,0.0,0.6,1.06,2.1,0.48,1.62,2.55,4.73,1.05,3.69,0.72,0.71,0.73,28.5,28.79,37.43,145.92,147.73,19.1,0.49,-999.0
20031015,4100459,-24.7983,-52.7128,14.87,17.61,11.44,14.52,25.46,10.59,17.61,8.97,70.88,0.18,94.7,0.0,0.05,0.0,0.05,1.02,1.32,0.58,0.74,2.76,4.64,1.61,3.03,0.71,0.7,0.73,28.86,29.03,37.59,146.32,146.9,19.06,0.47,2.36
20031016,4100459,-24.7983,-52.7128,15.44,17.69,10.44,14.11,25.98,10.54,17.77,8.42,67.12,0.07,94.59,0.05,0.41,0.0,0.41,1.24,2.22,0.51,1.71,2.88,4.55,1.37,3.19,0.7,0.7,0.73,24.12,28.19,37.74,124.09,144.77,16.52,0.46,-999.0
20031017,4100459,-24.7983,-52.7128,17.37,18.53,10.18,14.38,27.43,10.05,18.59,8.3,63.44,0.0,94.26,0.06,0.26,0.0,0.26,1.07,1.97,0.43,1.54,2.63,5.01,0.98,4.03,0.69,0.68,0.73,29.34,29.95,37.89,146.87,149.61,19.34,0.52,2.71
20031018,4100459,-24.7983,-52.7128,15.71,21.44,11.65,16.54,29.51,13.8,21.43,9.28,56.75,0.01,94.02,0.01,0.08,0.0,0.08,1.0,1.46,0.52,0.93,2.98,4.43,1.03,3.4,0.67,0.67,0.72,22.94,28.65,38.04,118.47,145.31,15.94,0.46,2.35
20031019,4100459,-24.7983,-52.7128,11.41,21.78,15.84,18.87,29.36,17.94,21.9,12.08,71.19,4.93,94.14,0.07,0.46,0.0,0.46,1.0,2.01,0.45,1.56,2.7,4.16,1.02,3.15,0.68,0.66,0.72,13.27,25.85,38.18,72.48,134.19,9.87,0.28,1.43
20031020,4100459,-24.7983,-52.7128,11.39,22.13,18.17,20.22,29.08,17.69,22.26,13.98,80.56,9.98,94.1,0.06,0.45,0.0,0.45,0.7,1.5,0.28,1.22,1.94,3.95,0.62,3.33,0.74,0.67,0.72,9.31,25.59,38.3,52.74,132.84,7.45,0.2,1.03
20031021,4100459,-24.7983,-52.7128,9.12,21.03,18.9,20.0,26.37,17.25,21.08,14.71,88.44,16.52,93.79,0.04,0.22,0.0,0.22,0.91,1.84,0.44,1.4,2.5,4.52,1.02,3.5,0.79,0.69,0.73,4.76,25.56,38.42,28.38,132.65,3.98,0.09,0.44
20031022,4100459,-24.7983,-52.7128,8.46,20.38,17.44,18.94,25.31,16.86,20.44,13.31,83.88,1.01,93.88,0.05,0.25,0.0,0.25,0.83,1.03,0.63,0.4,2.18,3.66,1.38,2.28,0.73,0.7,0.73,21.57,25.3,38.55,111.64,128.34,14.09,0.38,1.91
20031023,4100459,-24.7983,-52.7128,12.83,20.91,15.56,18.23,27.38,14.55,20.9,11.84,74.12,0.0,94.11,0.01,0.1,0.0,0.1,0.9,1.2,0.51,0.7,2.31,3.96,1.61,2.35,0.7,0.7,0.73,26.05,29.01,38.68,135.39,149.56,17.95,0.47,2.38
20031024,4100459,-24.7983,-52.7128,13.47,22.24,16.47,19.35,28.83,15.36,22.23,12.51,71.56,0.01,94.16,0.0,0.0,0.0,0.0,1.25,1.69,0.7,0.99,3.31,4.34,2.22,2.13,0.69,0.69,0.73,25.54,28.61,38.81,132.22,146.95,17.4,0.47,2.38
20031025,4100459,-24.7983,-52.7128,11.37,23.44,19.05,21.25,29.11,17.74,23.44,14.89,78.19,23.16,93.92,0.0,0.0,0.0,0.0,1.23,2.04,0.78,1.26,3.45,5.12,1.73,3.39,0.79,0.69,0.73,22.53,27.98,38.94,121.14,148.48,16.25,0.48,2.45
20031026,4100459,-24.7983,-52.7128,7.02,22.7,21.08,21.9,26.67,19.65,22.72,16.78,91.06,42.32,93.75,0.0,0.0,0.0,0.0,1.12,2.1,0.62,1.48,2.97,5.14,1.84,3.3,0.89,0.74,0.74,6.17,26.18,39.07,35.79,136.72,5.02,0.16,0.8
20031027,4100459,-24.7983,-52.7128,6.73,20.02,17.87,18.95,23.42,16.69,20.02,13.67,88.44,1.35,94.05,0.0,0.0,0.0,0.0,0.84,1.33,0.28,1.05,2.14,3.59,0.73,2.86,0.8,0.77,0.75,19.63,27.67,39.18,105.76,144.16,14.14,0.42,2.15
20031028,4100459,-24.7983,-52.7128,9.81,20.08,16.3,18.2,25.06,15.25,20.09,12.45,79.88,1.34,94.48,0.02,0.23,0.0,0.23,1.12,1.58,0.47,1.12,2.84,3.99,1.05,2.94,0.76,0.75,0.75,15.77,28.04,39.29,87.5,148.95,12.15,0.36,1.84
20031029,4100459,-24.7983,-52.7128,11.09,20.86,16.97,18.91,26.54,15.45,20.85,12.88,80.25,0.02,94.38,0.0,0.0,0.0,0.0,0.83,1.12,0.52,0.6,2.21,3.91,1.19,2.73,0.74,0.73,0.74,26.31,28.79,39.4,138.92,150.85,18.3,0.51,2.61
20031030,4100459,-24.7983,-52.7128,10.82,21.44,16.95,19.25,27.16,16.34,21.55,12.88,77.0,0.01,94.21,0.07,0.53,0.0,0.53,0.91,1.91,0.28,1.62,2.05,4.23,0.62,3.61,0.73,0.72,0.74,27.9,29.53,39.53,145.41,153.06,19.21,0.51,2.6
20031031,4100459,-24.7983,-52.7128,11.8,21.15,16.95,19.22,28.05,16.24,21.49,12.94,77.56,1.3,94.04,0.08,0.59,0.0,0.59,0.84,1.41,0.11,1.3,2.16,4.18,0.23,3.95,0.72,0.71,0.73,26.26,29.33,39.68,138.29,152.95,18.44,0.5,2.54
20031101,4100459,-24.7983,-52.7128,9.28,21.12,17.96,19.55,26.26,16.98,21.14,13.73,83.5,6.5,93.98,0.02,0.18,0.0,0.18,0.84,1.53,0.47,1.07,2.28,3.62,0.9,2.73,0.75,0.7,0.73,14.67,28.06,39.84,80.91,147.21,11.3,0.32,1.63
20031102,4100459,-24.7983,-52.7128,7.72,18.23,13.09,15.68,22.14,14.41,18.26,10.07,72.38,0.46,94.25,0.0,0.0,0.0,0.0,1.23,1.9,0.27,1.63,2.81,4.59,0.48,4.11,0.71,0.7,0.73,10.07,28.92,39.98,58.43,152.94,8.7,0.27,1.34
20031103,4100459,-24.7983,-52.7128,12.53,17.9,11.0,14.46,24.53,11.99,17.91,8.79,66.12,0.0,94.34,0.0,0.0,0.0,0.0,0.84,1.16,0.48,0.68,2.19,3.98,1.02,2.97,0.7,0.7,0.73,28.77,30.63,40.12,148.56,157.09,19.63,0.54,2.77
20031104,4100459,-24.7983,-52.7128,14.92,17.92,10.78,14.36,25.33,10.4,17.94,8.67,66.62,0.0,94.28,0.02,0.23,0.0,0.23,0.79,1.4,0.08,1.33,2.09,4.01,0.21,3.8,0.69,0.69,0.73,29.74,30.96,40.24,153.99,158.98,20.48,0.58,3.02
20031105,4100459,-24.7983,-52.7128,12.13,19.12,12.26,15.69,25.53,13.4,19.12,9.52,67.25,0.72,94.24,0.0,0.06,0.0,0.06,0.91,1.41,0.41,1.0,2.25,3.79,0.93,2.86,0.68,0.67,0.73,27.1,30.02,40.35,140.78,154.36,18.7,0.52,2.72
20031106,4100459,-24.7983,-52.7128,10.99,19.99,13.2,16.61,25.74,14.75,20.01,10.13,67.31,0.2,94.01,0.02,0.2,0.0,0.2,0.97,1.2,0.41,0.79,2.38,3.77,0.74,3.02,0.67,0.67,0.73,22.66,29.83,40.46,118.42,154.01,15.91,0.44,2.26
20031107,4100459,-24.7983,-52.7128,14.01,20.94,13.18,17.05,28.11,14.1,20.94,10.13,65.06,0.11,93.79,0.0,0.02,0.0,0.02,0.88,1.27,0.58,0.7,2.35,4.27,1.48,2.77,0.66,0.66,0.72,26.94,30.49,40.56,140.11,156.66,18.53,0.49,2.5
20031108,4100459,-24.7983,-52.7128,16.05,21.85,12.26,17.05,30.32,14.26,21.85,9.52,59.38,0.0,93.84,0.0,0.01,0.0,0.01,0.84,1.28,0.24,1.04,2.27,4.67,0.59,4.08,0.65,0.66,0.72,30.36,30.86,40.65,157.03,158.27,20.68,0.57,2.96
