data,codigo_ibge,latitude,longitude,T2M_RANGE,TS,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M,QV2M,RH2M,PRECTOTCORR,PS,WS2M,WS2M_MAX,WS2M_MIN,WS2M_RANGE,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,GWETTOP,GWETROOT,GWETPROF,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,TOA_SW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX
20030519,4100459,-24.7983,-52.7128,8.55,18.51,15.24,16.89,23.41,14.86,18.53,11.47,82.44,0.01,94.65,0.02,0.16,0.0,0.16,0.9,1.27,0.49,0.78,2.66,3.46,1.57,1.89,0.71,0.7,0.77,14.0,16.46,23.69,72.17,84.92,9.18,0.2,1.07
20030520,4100459,-24.7983,-52.7128,7.27,18.15,15.14,16.66,22.7,15.44,18.19,11.41,83.31,0.0,94.43,0.02,0.16,0.0,0.16,0.88,1.23,0.5,0.73,2.48,3.62,1.34,2.28,0.71,0.7,0.77,11.97,16.23,23.57,62.56,84.19,8.22,0.19,0.96
20030521,4100459,-24.7983,-52.7128,10.15,18.76,15.57,17.16,24.63,14.48,18.76,11.78,83.12,0.72,94.14,0.0,0.0,0.0,0.0,1.07,1.45,0.82,0.63,2.87,3.68,2.12,1.55,0.71,0.7,0.77,15.98,16.29,23.44,83.18,85.69,10.33,0.22,1.07
20030522,4100459,-24.7983,-52.7128,8.8,19.84,17.25,18.54,24.52,15.73,19.83,13.18,85.88,1.96,93.88,0.0,0.03,0.0,0.03,1.48,2.07,0.99,1.08,3.88,5.19,2.34,2.84,0.71,0.7,0.77,9.9,15.76,23.33,52.65,83.11,7.04,0.16,0.83
20030523,4100459,-24.7983,-52.7128,8.12,17.62,14.43,16.05,20.01,11.88,17.66,11.23,82.31,30.71,93.76,0.01,0.16,0.0,0.16,1.48,2.32,0.8,1.51,3.91,5.61,2.74,2.87,0.84,0.73,0.77,10.18,15.6,23.21,54.05,81.78,7.11,0.16,0.82
20030524,4100459,-24.7983,-52.7128,8.44,11.72,8.09,10.12,17.17,8.73,12.16,7.2,78.0,0.01,94.05,0.2,0.79,0.0,0.79,1.26,1.62,0.71,0.91,2.77,3.95,1.8,2.16,0.74,0.73,0.77,17.25,17.38,23.1,85.8,87.31,10.66,0.21,1.03
20030525,4100459,-24.7983,-52.7128,11.43,9.83,6.66,8.66,17.36,5.93,10.67,6.47,78.31,0.02,94.17,0.39,0.78,0.0,0.78,1.48,2.02,0.59,1.45,2.74,3.51,1.33,2.18,0.74,0.73,0.77,17.03,17.22,22.99,84.62,86.49,10.48,0.21,1.05
20030526,4100459,-24.7983,-52.7128,13.34,9.79,5.76,8.35,18.26,4.93,10.94,6.16,72.62,0.0,94.43,0.47,0.93,0.0,0.93,1.52,2.3,0.26,2.05,2.52,3.94,0.6,3.34,0.73,0.73,0.77,17.16,17.2,22.88,84.82,85.96,10.48,0.2,1.01
20030527,4100459,-24.7983,-52.7128,13.6,11.69,8.49,10.31,19.4,5.8,12.14,7.39,80.5,0.0,94.71,0.26,0.72,0.0,0.72,1.51,2.41,0.52,1.9,3.1,4.62,0.84,3.78,0.73,0.73,0.77,13.95,16.43,22.77,70.11,82.38,8.88,0.18,0.93
20030528,4100459,-24.7983,-52.7128,11.71,12.19,8.39,10.36,19.37,7.65,12.32,7.26,80.06,0.01,94.78,0.09,0.51,0.0,0.51,1.11,2.23,0.52,1.72,2.83,4.7,0.96,3.74,0.73,0.72,0.77,16.72,16.84,22.67,83.06,84.63,10.19,0.2,-999.0
20030529,4100459,-24.7983,-52.7128,14.89,11.71,8.42,10.27,20.45,5.57,12.12,7.39,80.5,0.72,94.72,0.17,0.84,0.0,0.84,1.12,2.44,0.27,2.16,2.3,4.58,0.44,4.15,0.73,0.72,0.77,16.97,16.85,22.58,83.98,84.34,10.31,0.2,0.97
20030530,4100459,-24.7983,-52.7128,14.16,12.84,8.92,10.91,20.65,6.48,12.91,7.63,79.06,0.01,94.65,0.06,0.51,0.0,0.51,1.02,2.0,0.46,1.54,2.73,4.58,0.7,3.88,0.72,0.71,0.77,16.6,16.43,22.5,81.63,81.76,9.95,0.2,0.97
20030531,4100459,-24.7983,-52.7128,12.04,15.39,12.97,14.44,22.55,10.51,15.9,9.95,84.0,0.0,94.64,0.16,0.84,0.0,0.84,0.93,2.29,0.28,2.01,1.98,4.49,0.69,3.81,0.72,0.71,0.76,15.84,15.68,22.41,80.34,80.47,9.84,0.2,0.97
20030601,4100459,-24.7983,-52.7128,11.35,17.04,13.71,15.37,23.44,12.08,17.03,10.44,82.5,0.03,94.46,0.0,0.01,0.0,0.01,0.88,1.11,0.59,0.52,3.07,4.56,1.02,3.54,0.72,0.7,0.76,14.63,15.54,22.33,74.34,79.78,9.17,0.18,0.91
20030602,4100459,-24.7983,-52.7128,9.71,18.15,15.31,16.73,23.59,13.87,18.14,11.6,84.69,1.32,94.19,0.0,0.0,0.0,0.0,1.2,1.86,0.84,1.02,3.45,4.72,2.34,2.38,0.71,0.7,0.76,15.69,15.63,22.25,80.26,80.96,9.84,0.2,0.95
20030603,4100459,-24.7983,-52.7128,9.11,17.38,16.87,17.14,21.27,12.16,17.4,12.94,96.5,33.86,93.96,0.0,0.0,0.0,0.0,1.54,2.02,1.16,0.86,3.86,5.23,2.98,2.25,0.88,0.73,0.77,1.73,13.46,22.17,9.44,69.66,1.36,0.03,0.15
20030604,4100459,-24.7983,-52.7128,3.48,12.1,11.63,11.87,13.76,10.28,12.12,9.09,96.69,3.23,94.42,0.02,0.17,0.0,0.17,0.72,1.23,0.16,1.06,1.7,2.97,0.27,2.7,0.8,0.77,0.77,6.2,13.45,22.09,33.91,70.02,4.68,0.11,0.55
20030605,4100459,-24.7983,-52.7128,5.55,14.71,14.4,14.58,17.9,12.34,14.76,10.93,97.62,66.09,94.37,0.05,0.36,0.0,0.36,0.76,1.38,0.11,1.27,2.01,3.3,0.29,3.01,0.95,0.8,0.79,2.76,13.75,22.02,15.84,72.51,2.3,0.05,0.29
20030606,4100459,-24.7983,-52.7128,8.75,17.89,17.5,17.72,22.94,14.19,17.93,13.37,96.31,7.0,94.4,0.05,0.23,0.0,0.23,0.99,1.49,0.55,0.95,2.69,3.72,1.92,1.8,0.87,0.84,0.8,8.1,14.11,21.95,42.82,73.95,5.77,0.12,0.64
20030607,4100459,-24.7983,-52.7128,7.14,19.41,18.99,19.33,23.98,16.83,19.68,14.65,95.12,7.49,94.42,0.13,0.41,0.0,0.41,0.91,1.29,0.46,0.82,2.43,3.32,0.98,2.34,0.84,0.82,0.8,10.22,14.42,21.89,54.06,76.42,7.0,0.16,0.8
20030608,4100459,-24.7983,-52.7128,6.58,17.47,16.97,17.39,21.73,15.15,17.8,12.82,94.69,3.73,94.5,0.13,0.67,0.0,0.67,0.72,1.45,0.09,1.36,1.69,2.49,0.21,2.28,0.83,0.81,0.8,10.75,14.19,21.83,56.07,74.24,7.15,0.16,0.8
20030609,4100459,-24.7983,-52.7128,6.59,18.15,17.11,17.65,22.16,15.58,18.21,12.94,93.31,1.14,94.52,0.05,0.24,0.0,0.24,1.0,1.33,0.73,0.59,2.8,3.45,2.27,1.17,0.81,0.8,0.8,11.25,14.31,21.77,58.96,75.58,7.45,0.16,0.81
20030610,4100459,-24.7983,-52.7128,7.47,19.35,17.18,18.26,23.69,16.22,19.35,13.0,87.94,0.0,94.35,0.0,0.02,0.0,0.02,1.19,1.84,0.8,1.04,3.26,4.52,2.27,2.26,0.8,0.79,0.8,14.11,14.79,21.73,72.98,77.54,9.02,0.19,0.94
20030611,4100459,-24.7983,-52.7128,8.37,18.15,16.57,17.44,23.15,14.78,18.33,12.51,89.62,0.08,94.3,0.12,0.57,0.0,0.57,1.07,1.86,0.5,1.36,2.39,3.2,1.45,1.73,0.79,0.78,0.8,13.36,14.6,21.69,69.3,76.64,8.57,0.17,0.88
20030612,4100459,-24.7983,-52.7128,9.3,18.33,16.98,17.69,23.75,14.45,18.39,12.88,89.81,0.0,94.24,0.05,0.38,0.0,0.38,1.04,1.88,0.45,1.44,2.8,3.79,0.92,2.88,0.78,0.77,0.8,14.27,14.6,21.65,73.45,76.14,8.97,0.18,0.89
20030613,4100459,-24.7983,-52.7128,8.46,18.17,16.83,17.81,23.62,15.16,18.8,12.76,88.88,0.0,94.35,0.14,0.75,0.0,0.75,0.84,1.85,0.38,1.48,2.07,3.25,0.49,2.76,0.77,0.77,0.8,13.85,14.95,21.62,71.49,78.16,8.88,0.18,0.89
20030614,4100459,-24.7983,-52.7128,10.23,17.48,15.96,16.91,23.58,13.34,17.86,12.02,87.56,0.01,94.4,0.2,0.7,0.0,0.7,1.23,2.05,0.49,1.56,2.78,3.8,1.1,2.69,0.77,0.76,0.8,14.54,14.99,21.59,74.4,77.79,9.11,0.18,0.9
20030615,4100459,-24.7983,-52.7128,9.61,17.4,15.24,16.34,22.94,13.32,17.45,11.54,87.81,0.0,94.45,0.05,0.44,0.0,0.44,1.04,1.69,0.51,1.18,2.73,3.98,1.33,2.66,0.77,0.76,0.8,13.62,14.73,21.57,69.8,76.12,8.65,0.17,0.85
20030616,4100459,-24.7983,-52.7128,10.3,17.4,15.76,16.62,23.3,13.01,17.47,11.9,90.06,0.73,94.44,0.07,0.24,0.0,0.24,1.03,1.49,0.52,0.96,2.5,4.04,1.29,2.75,0.77,0.75,0.8,13.4,14.66,21.54,68.92,75.87,8.6,0.17,0.85
20030617,4100459,-24.7983,-52.7128,9.29,18.06,15.64,16.85,23.22,13.93,18.06,11.84,86.69,0.01,94.37,0.0,0.0,0.0,0.0,0.83,1.04,0.6,0.44,2.26,3.62,1.43,2.19,0.76,0.75,0.79,12.93,14.39,21.52,66.23,74.35,8.18,0.16,0.79
20030618,4100459,-24.7983,-52.7128,8.62,17.59,15.39,16.66,23.01,14.38,17.94,11.6,86.12,0.41,94.4,0.09,0.52,0.0,0.52,0.91,1.45,0.62,0.83,2.14,3.65,0.73,2.92,0.75,0.74,0.79,13.75,14.56,21.5,70.38,75.38,8.64,0.18,0.88
20030619,4100459,-24.7983,-52.7128,8.55,15.91,14.84,15.65,21.07,12.52,16.48,11.17,89.94,3.72,94.54,0.16,0.55,0.0,0.55,0.98,1.79,0.15,1.64,2.23,3.98,0.24,3.74,0.77,0.75,0.79,13.88,14.45,21.48,70.3,74.03,8.62,0.17,0.84
20030620,4100459,-24.7983,-52.7128,9.92,14.34,11.8,13.37,20.33,10.41,14.94,9.16,82.88,0.0,94.5,0.16,0.91,0.0,0.91,0.88,2.36,0.27,2.09,1.69,4.53,0.59,3.95,0.76,0.74,0.79,15.81,15.7,21.47,78.23,78.74,9.56,0.19,0.91
20030621,4100459,-24.7983,-52.7128,12.6,14.37,13.12,14.45,22.08,9.48,15.78,10.13,84.5,1.5,94.51,0.26,0.7,0.0,0.7,0.88,1.7,0.12,1.58,1.74,4.4,0.16,4.23,0.76,0.74,0.79,14.99,15.18,21.46,75.4,77.43,9.2,0.17,0.85
20030622,4100459,-24.7983,-52.7128,9.48,15.33,14.3,15.49,22.37,12.89,16.69,10.8,86.75,0.01,94.38,0.4,0.91,0.0,0.91,1.19,2.16,0.38,1.77,2.2,4.41,0.88,3.53,0.75,0.74,0.79,14.6,14.76,21.46,73.82,75.7,8.97,0.16,0.8
20030623,4100459,-24.7983,-52.7128,10.04,15.12,12.49,14.05,21.48,11.44,15.61,9.58,83.19,0.01,94.47,0.17,0.84,0.0,0.84,1.05,2.38,0.4,1.98,2.45,4.51,0.8,3.71,0.75,0.73,0.79,15.59,15.42,21.47,78.19,78.45,9.49,0.18,0.88
20030624,4100459,-24.7983,-52.7128,11.76,14.44,11.93,13.51,21.59,9.83,15.08,9.22,82.44,0.01,94.72,0.25,0.88,0.0,0.88,1.2,2.35,0.29,2.05,2.52,4.58,0.61,3.97,0.74,0.73,0.78,15.34,15.43,21.47,76.48,78.0,9.25,0.17,-999.0
20030625,4100459,-24.7983,-52.7128,11.92,14.09,11.56,12.97,21.17,9.26,14.37,9.03,84.31,0.0,94.75,0.16,0.76,0.0,0.76,1.3,2.31,0.47,1.84,2.7,4.45,1.27,3.18,0.74,0.73,0.78,15.71,15.51,21.48,78.13,78.2,9.47,0.18,0.88
20030626,4100459,-24.7983,-52.7128,13.15,14.05,11.05,12.78,21.63,8.48,14.51,8.73,81.38,0.01,94.59,0.22,0.87,0.0,0.87,1.12,2.36,0.17,2.19,2.31,4.69,0.35,4.34,0.73,0.73,0.78,15.63,15.43,21.5,76.91,77.02,9.33,0.18,0.88
20030627,4100459,-24.7983,-52.7128,12.28,14.01,11.24,12.91,21.56,9.28,14.58,8.85,81.94,0.0,94.5,0.23,0.91,0.0,0.91,1.19,2.42,0.45,1.98,2.33,4.01,0.72,3.29,0.73,0.73,0.78,15.55,15.33,21.52,76.28,76.33,9.23,0.18,0.88
20030628,4100459,-24.7983,-52.7128,11.56,14.62,12.44,14.53,22.83,11.26,16.62,9.64,77.38,0.0,94.59,0.47,0.93,0.0,0.93,1.18,2.39,0.18,2.2,1.88,3.89,0.2,3.69,0.73,0.72,0.77,14.71,14.67,21.54,72.81,73.61,8.77,0.16,0.82
20030629,4100459,-24.7983,-52.7128,12.36,15.37,13.77,14.95,22.71,10.34,16.12,10.44,86.0,0.0,94.68,0.28,0.91,0.0,0.91,1.23,2.23,0.45,1.77,2.59,4.48,0.8,3.68,0.73,0.72,0.77,15.21,15.11,21.57,77.12,77.77,9.38,0.19,0.91
20030630,4100459,-24.7983,-52.7128,10.52,15.08,12.07,13.62,21.57,11.05,15.15,9.34,83.62,0.02,94.82,0.05,0.48,0.0,0.48,1.02,2.05,0.46,1.59,2.52,4.19,1.27,2.91,0.73,0.72,0.77,15.46,15.35,21.59,78.26,78.85,9.54,0.19,0.91
20030701,4100459,-24.7983,-52.7128,13.0,13.69,10.37,12.33,21.32,8.33,14.28,8.36,79.56,0.0,94.82,0.15,0.91,0.0,0.91,1.01,2.35,0.37,1.98,2.09,4.59,0.47,4.12,0.73,0.71,0.77,15.64,15.46,21.63,77.29,77.5,9.34,0.18,0.88
20030702,4100459,-24.7983,-52.7128,11.63,13.26,10.86,12.58,21.48,9.86,14.31,8.61,82.31,0.0,94.72,0.37,0.86,0.0,0.86,1.36,2.3,0.11,2.19,2.43,4.58,0.2,4.38,0.72,0.71,0.77,15.59,15.41,21.66,77.09,77.31,9.34,0.19,0.92
20030703,4100459,-24.7983,-52.7128,13.3,13.51,9.84,11.75,21.04,7.75,13.65,8.12,80.06,0.0,94.62,0.09,0.67,0.0,0.67,1.06,2.19,0.41,1.77,2.73,4.47,0.78,3.69,0.72,0.71,0.77,15.64,15.53,21.7,77.02,77.51,9.34,0.19,0.93
20030704,4100459,-24.7983,-52.7128,10.81,14.23,9.72,11.98,20.7,9.89,14.25,8.0,76.44,0.0,94.38,0.01,0.16,0.0,0.16,1.0,1.55,0.55,0.99,2.95,4.66,1.02,3.63,0.71,0.7,0.77,15.57,15.48,21.75,76.45,77.03,9.26,0.18,0.88
20030705,4100459,-24.7983,-52.7128,9.81,14.84,10.2,12.51,20.23,10.41,14.82,8.3,74.56,0.34,94.01,0.0,0.0,0.0,0.0,1.05,1.5,0.71,0.8,3.09,4.61,1.34,3.28,0.71,0.7,0.77,9.79,14.73,21.8,50.64,75.05,6.71,0.15,0.74
20030706,4100459,-24.7983,-52.7128,7.19,16.88,15.47,16.17,20.98,13.8,16.88,11.78,91.62,32.19,93.92,0.0,0.0,0.0,0.0,0.91,1.18,0.65,0.53,2.62,3.65,1.84,1.8,0.83,0.73,0.77,6.82,13.57,21.85,35.45,69.35,4.74,0.1,0.51
20030707,4100459,-24.7983,-52.7128,5.93,17.37,17.08,17.33,21.15,15.23,17.57,13.0,95.56,6.61,93.93,0.12,0.62,0.0,0.62,0.94,1.52,0.52,1.01,2.38,3.77,1.44,2.34,0.8,0.75,0.78,2.65,12.57,21.92,14.7,62.56,2.01,0.04,0.2
20030708,4100459,-24.7983,-52.7128,6.43,19.02,16.28,17.65,23.12,16.69,19.01,12.39,84.81,1.0,93.94,0.0,0.0,0.0,0.0,1.34,1.91,0.84,1.06,3.7,5.13,2.45,2.69,0.77,0.75,0.78,11.68,14.3,21.99,59.75,73.57,7.47,0.15,0.73
20030709,4100459,-24.7983,-52.7128,4.84,15.81,14.02,14.93,17.94,13.1,15.84,10.68,89.5,20.59,94.07,0.0,0.05,0.0,0.05,1.09,2.71,0.55,2.16,2.84,6.84,1.49,5.35,0.85,0.77,0.78,3.36,12.44,22.05,18.37,62.14,2.52,0.05,0.27
20030710,4100459,-24.7983,-52.7128,8.01,13.23,12.05,12.65,18.14,10.13,13.24,9.34,92.88,1.64,94.4,0.0,0.0,0.0,0.0,0.8,1.03,0.58,0.45,1.91,3.45,1.14,2.3,0.79,0.78,0.79,5.78,13.88,22.12,30.9,70.98,4.27,0.09,0.45
20030711,4100459,-24.7983,-52.7128,10.04,8.61,2.34,5.49,14.19,4.15,8.65,4.82,68.62,0.0,94.99,0.0,0.0,0.0,0.0,1.11,1.43,0.77,0.65,2.7,3.82,2.23,1.59,0.77,0.77,0.79,16.85,17.04,22.19,81.12,82.92,9.96,0.18,0.88
20030712,4100459,-24.7983,-52.7128,13.52,7.82,3.44,5.7,15.65,2.14,7.98,5.19,76.25,0.02,95.18,0.09,0.7,0.0,0.7,0.95,2.31,0.33,1.98,2.11,4.51,0.7,3.82,0.77,0.77,0.78,16.83,16.66,22.27,81.87,81.95,10.01,0.18,0.91
20030713,4100459,-24.7983,-52.7128,12.1,9.53,5.51,7.54,16.53,4.43,9.56,5.98,78.19,0.03,95.19,0.03,0.39,0.0,0.39,1.12,1.78,0.47,1.32,2.73,4.41,1.31,3.1,0.77,0.76,0.78,16.36,16.17,22.35,80.8,80.84,9.88,0.18,0.88
20030714,4100459,-24.7983,-52.7128,10.03,12.75,10.69,11.71,18.35,8.33,12.73,8.54,87.94,0.7,94.92,0.0,0.0,0.0,0.0,1.13,1.5,0.87,0.64,2.9,3.58,2.12,1.45,0.77,0.75,0.78,8.33,14.18,22.43,43.77,73.02,5.81,0.12,0.58
20030715,4100459,-24.7983,-52.7128,7.53,15.44,14.83,15.13,20.01,12.48,15.44,11.23,96.12,35.62,94.79,0.0,0.0,0.0,0.0,1.05,1.52,0.52,0.99,2.89,3.64,1.76,1.88,0.89,0.78,0.79,9.02,14.69,22.52,47.63,76.16,6.16,0.12,0.57
20030716,4100459,-24.7983,-52.7128,5.54,15.39,14.94,15.22,18.7,13.16,15.5,11.23,96.31,11.49,94.94,0.08,0.25,0.0,0.25,0.7,1.13,0.02,1.11,1.62,2.57,0.2,2.38,0.85,0.8,0.8,3.11,14.66,22.61,17.47,76.06,2.52,0.05,0.28
20030717,4100459,-24.7983,-52.7128,9.41,16.21,14.73,15.47,21.83,12.42,16.2,11.11,91.69,2.03,94.98,0.0,0.07,0.0,0.07,0.83,1.2,0.58,0.61,2.37,3.53,1.42,2.11,0.82,0.8,0.8,7.81,15.0,22.69,41.16,77.63,5.62,0.12,0.59
20030718,4100459,-24.7983,-52.7128,9.73,16.69,14.2,15.46,22.49,12.76,16.71,10.68,86.44,0.0,94.9,0.02,0.3,0.0,0.3,0.96,1.74,0.72,1.02,2.43,4.33,1.42,2.91,0.8,0.79,0.8,15.69,15.54,22.79,79.63,79.92,9.66,0.19,0.93
20030719,4100459,-24.7983,-52.7128,11.55,16.78,14.52,15.67,23.17,11.62,16.82,10.99,87.12,0.0,94.77,0.04,0.16,0.0,0.16,1.01,1.33,0.56,0.77,2.56,4.28,1.02,3.26,0.78,0.77,0.8,16.12,15.92,22.88,82.14,82.17,10.0,0.18,0.91
20030720,4100459,-24.7983,-52.7128,10.48,17.9,13.9,15.9,23.23,12.75,17.89,10.56,79.12,0.01,94.41,0.0,0.0,0.0,0.0,1.42,1.95,1.02,0.92,3.91,5.63,2.15,3.48,0.77,0.77,0.8,16.58,16.4,22.98,84.22,84.3,10.32,0.2,0.95
20030721,4100459,-24.7983,-52.7128,8.55,18.81,14.24,16.53,23.16,14.61,18.82,10.93,75.56,0.05,94.45,0.0,0.0,0.0,0.0,1.03,1.62,0.77,0.85,3.34,5.07,2.01,3.06,0.77,0.76,0.8,14.64,16.1,23.09,74.55,82.59,9.32,0.19,0.93
20030722,4100459,-24.7983,-52.7128,8.11,19.47,15.25,17.37,24.32,16.21,19.48,11.54,77.12,0.05,94.51,0.0,0.0,0.0,0.0,1.22,1.43,1.07,0.37,3.41,4.02,2.73,1.28,0.76,0.76,0.79,13.44,16.25,23.21,69.3,83.91,8.87,0.18,0.9
20030723,4100459,-24.7983,-52.7128,11.05,17.64,13.91,15.78,23.86,12.8,17.65,10.62,79.81,0.0,94.62,0.01,0.12,0.0,0.12,1.01,1.48,0.62,0.85,3.05,4.44,1.82,2.62,0.75,0.75,0.79,16.47,16.47,23.33,83.71,84.62,10.29,0.2,1.02
20030724,4100459,-24.7983,-52.7128,10.32,17.48,14.3,15.89,23.28,12.96,17.48,10.86,82.62,0.0,94.62,0.0,0.0,0.0,0.0,0.95,1.19,0.66,0.52,2.85,3.76,2.07,1.69,0.75,0.74,0.79,12.38,16.23,23.45,64.02,83.34,8.33,0.18,0.9
20030725,4100459,-24.7983,-52.7128,9.51,17.4,14.15,15.85,22.98,13.48,17.55,10.68,81.75,0.0,94.85,0.09,0.55,0.0,0.55,1.08,2.1,0.36,1.74,2.64,4.23,0.98,3.26,0.74,0.73,0.79,14.85,16.79,23.56,76.03,86.19,9.65,0.21,1.09
20030726,4100459,-24.7983,-52.7128,9.12,16.58,14.26,15.44,21.72,12.61,16.61,10.8,86.62,0.08,95.11,0.03,0.18,0.0,0.18,0.96,1.57,0.41,1.16,2.43,3.5,0.98,2.52,0.74,0.73,0.78,11.26,15.79,23.69,58.27,80.5,7.54,0.17,0.88
20030727,4100459,-24.7983,-52.7128,8.25,16.36,13.15,14.76,21.47,13.22,16.37,9.95,82.75,0.0,95.1,0.01,0.08,0.0,0.08,1.05,1.3,0.74,0.55,2.73,3.41,2.04,1.37,0.74,0.73,0.78,11.51,16.09,23.81,59.91,82.8,7.88,0.18,0.95
20030728,4100459,-24.7983,-52.7128,8.7,16.62,13.77,15.21,22.01,13.31,16.65,10.38,84.19,0.0,94.92,0.02,0.23,0.0,0.23,1.0,1.27,0.71,0.56,2.64,3.49,2.2,1.29,0.74,0.73,0.78,14.79,16.28,23.94,76.45,84.47,9.59,0.2,0.99
20030729,4100459,-24.7983,-52.7128,9.36,16.94,13.98,15.6,22.62,13.26,17.21,10.56,82.94,0.0,94.91,0.14,0.67,0.0,0.67,0.93,1.95,0.32,1.63,2.0,3.6,0.69,2.91,0.73,0.73,0.78,14.99,16.76,24.07,76.95,86.29,9.7,0.2,0.97
20030730,4100459,-24.7983,-52.7128,9.48,17.05,14.77,15.97,22.76,13.29,17.16,11.11,86.94,0.01,94.8,0.11,0.38,0.0,0.38,0.96,1.72,0.31,1.41,2.26,3.78,0.61,3.16,0.73,0.73,0.78,14.51,16.38,24.2,75.14,85.0,9.39,0.17,0.88
20030731,4100459,-24.7983,-52.7128,10.84,17.42,14.49,16.13,23.93,13.09,17.78,10.99,82.38,0.0,94.57,0.12,0.65,0.0,0.65,0.8,2.02,0.2,1.83,1.91,4.2,0.27,3.94,0.73,0.72,0.77,16.52,16.73,24.34,83.58,85.45,10.22,0.18,0.9
20030801,4100459,-24.7983,-52.7128,11.25,17.49,14.0,15.76,24.04,12.79,17.53,10.62,81.94,0.07,94.57,0.03,0.34,0.0,0.34,0.98,2.01,0.41,1.6,2.73,4.4,1.17,3.23,0.73,0.72,0.77,16.92,17.01,24.47,85.42,86.71,10.48,0.2,1.01
20030802,4100459,-24.7983,-52.7128,12.24,17.35,13.27,15.34,24.29,12.05,17.4,10.07,78.88,0.0,94.81,0.04,0.36,0.0,0.36,1.03,1.99,0.42,1.57,2.78,4.42,1.07,3.35,0.72,0.71,0.77,16.97,17.26,24.62,85.66,87.97,10.52,0.21,1.06
20030803,4100459,-24.7983,-52.7128,11.57,17.16,13.12,15.14,23.75,12.18,17.16,10.01,78.88,0.0,94.76,0.0,0.0,0.0,0.0,1.04,1.32,0.78,0.54,3.08,3.71,1.88,1.83,0.72,0.71,0.77,16.75,17.62,24.76,85.02,89.94,10.62,0.22,1.09
20030804,4100459,-24.7983,-52.7128,11.91,17.82,13.22,15.51,24.4,12.49,17.81,10.07,76.81,0.2,94.42,0.0,0.0,0.0,0.0,1.18,1.43,0.95,0.48,3.14,4.23,2.26,1.97,0.71,0.7,0.77,16.76,17.8,24.9,85.71,91.63,10.79,0.23,1.16
20030805,4100459,-24.7983,-52.7128,8.33,18.44,13.36,15.92,23.23,14.9,18.48,10.31,73.31,8.28,93.93,0.02,0.16,0.0,0.16,1.68,2.38,0.45,1.94,4.53,5.99,0.95,5.04,0.75,0.71,0.77,4.14,16.75,25.05,22.79,86.92,3.27,0.07,0.38
20030806,4100459,-24.7983,-52.7128,8.16,15.21,13.9,14.7,19.34,11.18,15.51,10.62,90.38,7.13,94.16,0.08,0.37,0.0,0.37,0.88,1.93,0.33,1.6,1.93,4.11,0.66,3.46,0.76,0.72,0.77,2.6,14.64,25.19,14.64,72.09,1.95,0.04,0.21
20030807,4100459,-24.7983,-52.7128,10.27,11.4,6.34,9.12,17.53,7.27,11.88,6.41,72.88,0.02,94.51,0.19,0.85,0.0,0.85,1.06,2.28,0.4,1.88,2.05,3.97,0.8,3.17,0.74,0.73,0.77,19.48,19.45,25.35,95.23,95.91,11.89,0.25,1.23
20030808,4100459,-24.7983,-52.7128,14.65,13.23,8.63,10.91,20.56,5.91,13.19,7.75,75.62,0.04,94.5,0.02,0.15,0.0,0.15,0.91,1.72,0.46,1.27,2.38,4.55,0.79,3.77,0.73,0.73,0.77,14.25,17.81,25.5,71.74,88.98,9.16,0.2,1.04
20030809,4100459,-24.7983,-52.7128,10.34,11.37,3.34,7.37,15.42,5.08,11.41,5.43,61.94,0.03,94.98,0.0,0.0,0.0,0.0,1.41,1.83,0.84,0.98,3.4,4.09,2.12,1.97,0.73,0.72,0.77,19.22,19.33,25.66,94.09,95.23,11.77,0.25,1.26
20030810,4100459,-24.7983,-52.7128,15.8,8.44,1.58,5.01,17.14,1.34,8.44,4.58,66.44,0.01,95.04,0.0,0.01,0.0,0.01,0.93,1.27,0.59,0.67,2.43,4.66,1.27,3.4,0.73,0.72,0.77,19.73,20.15,25.83,95.16,97.8,11.98,0.25,1.26
20030811,4100459,-24.7983,-52.7128,16.37,9.52,3.3,6.58,18.72,2.36,9.87,5.19,68.81,0.0,94.83,0.12,0.83,0.0,0.83,0.91,2.05,0.02,2.03,2.01,4.49,0.19,4.3,0.72,0.71,0.77,20.31,20.26,26.0,98.41,98.89,12.31,0.26,1.29
20030812,4100459,-24.7983,-52.7128,15.95,11.09,5.94,8.54,20.12,4.16,11.13,6.23,74.69,0.01,94.68,0.03,0.33,0.0,0.33,0.99,1.8,0.52,1.29,2.71,4.62,1.43,3.18,0.72,0.71,0.77,20.4,20.38,26.16,99.09,99.64,12.43,0.27,1.35
20030813,4100459,-24.7983,-52.7128,14.98,13.76,9.62,11.89,22.62,7.64,14.15,8.0,77.31,0.07,94.64,0.14,0.87,0.0,0.87,0.98,2.21,0.08,2.14,1.95,4.25,0.18,4.07,0.72,0.7,0.77,19.44,19.36,26.32,98.97,99.32,12.41,0.27,1.34
